# timestamp x y z
9.082157127660720143e+05 -1.581927169087218171e-02 -1.647408478705698620e+00 -3.931467665045964566e-01
9.082158784354990348e+05 -3.391324922161974009e-01 -2.002054907755021596e+00 -2.696901398375831649e-01
9.082160452679459704e+05 -4.900410743577163775e-01 -2.337778665891634855e+00 -2.319250871560267213e-01
9.082162111119050533e+05 -5.847285806535225117e-01 -2.602220102990255857e+00 -2.124969256316998900e-01
9.082163785545609426e+05 3.107153163664495565e+00 -2.653878080950088592e+00 2.607078142939805776e+00
9.082165444704979891e+05 5.680373007614051950e+00 -2.644924042625795391e+00 4.449609007007872208e+00
9.082167097985190339e+05 7.862155107604247739e+00 -3.438984384854142373e+00 5.460807672995911410e+00
9.082168782636229880e+05 8.909195363881691421e+00 -3.557935943608854235e+00 6.497483598277332462e+00
9.082170457631020108e+05 9.620151613018533610e+00 -3.595635821127683762e+00 7.141977083588214370e+00
9.082172130794039695e+05 1.030979892697227562e+01 -4.087229660417762922e+00 7.515900858076794755e+00
9.082173771586229559e+05 1.074301402710386988e+01 -3.876672109290065560e+00 8.097950025559887521e+00
9.082175404707059497e+05 1.103187133064315439e+01 -4.219008373799711720e+00 8.279036302792784241e+00
9.082177189919559751e+05 1.126435866997931967e+01 -4.584100231920850810e+00 8.398264628341962634e+00
9.082179213580499636e+05 1.126986532827662835e+01 -4.579822478474397940e+00 8.535182828494503937e+00
9.082181217724250164e+05 1.167584156694794117e+01 -5.036338516386051012e+00 8.464088278132864573e+00
9.082183293136230204e+05 1.183321473757298925e+01 -5.370466796220640937e+00 8.457930065638182171e+00
9.082185280609660549e+05 1.179390213261620346e+01 -5.400944193905713675e+00 8.547134560888446586e+00
9.082187300096639665e+05 1.171209089774401413e+01 -5.053478929536913355e+00 8.757116867048635456e+00
9.082189320734139765e+05 1.165010206971885687e+01 -4.954142831768311162e+00 8.863857253841622708e+00
9.082191360567989759e+05 1.177935988791637456e+01 -5.206994588330125850e+00 8.838039157762036524e+00
9.082193387210699730e+05 1.162840000696951392e+01 -5.020461787916126184e+00 8.784753390966248077e+00
9.082195422509140335e+05 1.214028215714778192e+01 -5.300933775776600854e+00 8.807662770403098307e+00
9.082197457644030219e+05 1.239750504692188926e+01 -5.525791997585230320e+00 8.781893737440201519e+00
9.082199466298200423e+05 1.462117584476809640e+01 -4.167710680780440491e+00 1.077402308344864856e+01
9.082201476860180264e+05 1.620790756748802153e+01 -3.280479049399869673e+00 1.212261805942884685e+01
9.082203501220069593e+05 1.811208338229970849e+01 -2.209287805185706333e+00 1.270856045345056629e+01
9.082205523165379418e+05 1.861689328452846581e+01 -1.867562639912272227e+00 1.346641559397847665e+01
9.082207528715899680e+05 1.894622555381264561e+01 -1.520718287307406102e+00 1.399847699738495699e+01
9.082209584166950081e+05 1.548250774860466095e+01 -2.775051842053168905e-01 1.398516297382811224e+01
9.082211611112259561e+05 1.308635809525213745e+01 5.189932418185965179e-01 1.395933421368294347e+01
9.082213622223710408e+05 1.224224547859681422e+01 1.498867657138927889e+00 1.371010236804224469e+01
9.082215657577880193e+05 1.140191040446269000e+01 1.661168853061769868e+00 1.401274619978399727e+01
9.082217677683089860e+05 1.019024962408170865e+01 1.991623640388860750e+00 1.372789459123339029e+01
9.082219768228919711e+05 8.872035848777214184e+00 1.658998362666426418e+00 1.304236375419868565e+01
9.082221288729440421e+05 7.440603776568513794e+00 1.581682578319281607e+00 1.235200016414164814e+01
9.082223311926319730e+05 6.425898106644471142e+00 1.406060412973673790e+00 1.187490737498500337e+01
9.082225344078399939e+05 5.677589054853434014e+00 1.287433265706303676e+00 1.147352465815199629e+01
9.082227378139330540e+05 5.706710375691250725e+00 1.617281787125733450e+00 1.150161813286976731e+01
9.082229403937769821e+05 5.263440620336050202e+00 6.101339476813456564e-01 1.122055299333617562e+01
9.082231432647149777e+05 4.953224395331081276e+00 -5.864329998070061389e-02 1.103165963583218989e+01
9.082233449237250024e+05 5.394962078491371216e+00 -3.051988055601757566e-01 1.100454759192141552e+01
9.082235478087769588e+05 5.207933137603511398e+00 -6.979484022259396792e-01 1.102899907332529850e+01
9.082237504489850253e+05 5.661597677331199563e+00 -6.973890263816264756e-01 1.084812200480344657e+01
9.082239547981519718e+05 6.424473363993909558e+00 -2.343507401439949511e+00 1.041693128977410510e+01
9.082241607677870197e+05 6.801897775199201135e+00 -3.582614553853116668e+00 1.007637225647977886e+01
9.082243299296100158e+05 7.056460249225239956e+00 -4.297982112401153465e+00 9.848034141102736783e+00
9.082244992413290311e+05 7.377332692899218891e+00 -4.734332150977452081e+00 9.722442323962786404e+00
9.082246657358079683e+05 7.537302348822130682e+00 -5.046169315859339477e+00 9.623534585492977911e+00
9.082248288458599709e+05 7.877862454928560965e+00 -5.316245947781764514e+00 9.517880014555238688e+00
9.082249948687759461e+05 7.977665929008384893e+00 -5.484810684448826024e+00 9.225345718165515407e+00
9.082251627728389576e+05 8.193560894328816957e+00 -5.933777315333161440e+00 8.494654725912521798e+00
9.082253287128909724e+05 8.366401247336185065e+00 -5.985412456803883785e+00 8.577821382240676584e+00
9.082254906854949659e+05 8.550866015910701279e+00 -6.043495586739491721e+00 8.632416558341150292e+00
9.082256626864320133e+05 9.003643581964752229e+00 -6.229824849392685771e+00 8.529257618078558423e+00
9.082258289308069507e+05 9.119932987507043620e+00 -6.318024059051957408e+00 8.549160565309694704e+00
9.082259944247660460e+05 9.086729790648059080e+00 -6.337223789393534368e+00 8.583376154209583220e+00
9.082261610877340427e+05 8.963088837445145174e+00 -6.374964048491015944e+00 8.552770103149148540e+00
9.082263272033589892e+05 9.393293163187097505e+00 -5.831102997149671729e+00 8.340074255352368127e+00
9.082264967758590356e+05 8.725700038746072806e+00 -6.813923378781908902e+00 6.800031746654303433e+00
9.082266642416920513e+05 8.177065452383692090e+00 -7.638054157485142603e+00 5.706769963997915696e+00
9.082268292638800340e+05 7.715091415653486884e+00 -8.185884592024454065e+00 4.943601947418660103e+00
9.082269946611709893e+05 7.465154875573173143e+00 -8.580340936884756076e+00 4.409130988551384966e+00
9.082271611953900428e+05 7.152253770026245405e+00 -8.865060528652767502e+00 4.014445706303763295e+00
9.082273282241399866e+05 7.077441997244354077e+00 -9.120623603700117599e+00 3.733266566768755901e+00
9.082274914022129960e+05 6.965519012233851726e+00 -9.260226815858151994e+00 3.557579200943853159e+00
9.082276592520039994e+05 6.822465188914260459e+00 -9.362443095438971241e+00 3.421225150839193319e+00
9.082278264828380197e+05 6.445381944087221981e+00 -9.576583767842407724e+00 2.922518297981537838e+00
9.082279965489839669e+05 6.228535816599805486e+00 -9.791688252742384080e+00 2.619237371075882059e+00
9.082281626207539812e+05 6.332436878839206251e+00 -9.838937407702205817e+00 2.731825763304931431e+00
9.082283283921600087e+05 6.040617340857315831e+00 -9.812658165074767069e+00 2.274535877958317354e+00
9.082284925850250293e+05 5.964946151204108205e+00 -9.704957474274678475e+00 1.617115691696745294e+00
9.082286586578900460e+05 5.546061211867483465e+00 -9.520352358259946968e+00 1.507412355321177122e+00
9.082288274056500522e+05 5.525569384512881044e+00 -9.331362647312175795e+00 1.467811328870828103e+00
9.082289948782019783e+05 5.252198145387669825e+00 -9.314527597355633404e+00 1.373118933507635919e+00
9.082291983413789421e+05 5.037761397619523684e+00 -9.477603279012543069e+00 1.305808720717631211e+00
9.082293569776810473e+05 4.914330675028411477e+00 -9.414975551212586780e+00 1.300052938667308977e+00
9.082295233887749491e+05 4.803155408261425841e+00 -9.403780838521214491e+00 1.289532439053250101e+00
9.082296879079929786e+05 4.903825929080750434e+00 -9.527416376724074709e+00 1.110400526810922717e+00
9.082298593006490264e+05 5.197164707697090158e+00 -9.547630043293526825e+00 7.316249428122809650e-01
9.082300235057020327e+05 3.136617196412256003e+00 -8.554865242666041425e+00 -3.857588566179390721e-01
9.082301914724200033e+05 1.320116086587025839e+00 -7.311320457089149905e+00 -9.827659843400924355e-01
9.082303702971599996e+05 2.432030248161174413e-01 -6.922810755482005085e+00 -1.418766130323922070e+00
9.082305222092949552e+05 -3.850741888421561621e-01 -6.675379942637306385e+00 -1.887007719207712819e+00
9.082306907364299987e+05 -8.950163823695698184e-01 -6.444765353954505116e+00 -2.065195468454334993e+00
9.082308541715870379e+05 -1.237191889058891991e+00 -6.268379970298935788e+00 -2.184630144148671071e+00
9.082310303678370547e+05 -3.714342601405399069e+00 -4.669806467323658339e+00 -5.139701701214613117e+00
9.082311872547640232e+05 -4.823639256813097020e+00 -3.702727232557846193e+00 -7.297723044282781402e+00
9.082313562433050247e+05 -6.172632391479160319e+00 -2.935409390638296756e+00 -8.889948839137030490e+00
9.082315234436700121e+05 -7.068003911673428341e+00 -2.031158196245183234e+00 -9.585513108211056732e+00
9.082316901843469823e+05 -7.570768344411845874e+00 -1.728502769168065889e+00 -1.011889994012647698e+01
9.082318540909090079e+05 -8.068632944297222664e+00 -1.215138117113572891e+00 -1.117065223093656812e+01
9.082320223151800456e+05 -8.488683081706524192e+00 -1.745536922764188592e+00 -1.255171922959552688e+01
9.082321921267940197e+05 -8.508119339984151708e+00 -2.453131943935805914e+00 -1.374013384208335253e+01
9.082323556923669530e+05 -8.732533733086139449e+00 -2.547537782273898266e+00 -1.474445869737204262e+01
9.082325196031479863e+05 -8.300711392815541600e+00 -2.926175669447285799e+00 -1.537977172087625810e+01
9.082326893906480400e+05 -8.671616240652323171e+00 -2.875771124441381499e+00 -1.560577896340204695e+01
9.082328548291380284e+05 -8.438111338592070965e+00 -2.798437415223761437e+00 -1.579383788332843253e+01
9.082330214877839899e+05 -8.387274035689252116e+00 -2.296257682910709086e+00 -1.527944677035801746e+01
9.082331854721070267e+05 -8.350864582070217423e+00 -1.936925658554189189e+00 -1.491890643032098041e+01
9.082333511695020134e+05 -8.325015249079172008e+00 -1.659726863909056771e+00 -1.466139362181361960e+01
9.082335485378359444e+05 -8.311064603495090353e+00 -1.605155687248761787e+00 -1.450850618699445960e+01
9.082338004815330496e+05 -8.306462176260650310e+00 -1.755267946544210256e+00 -1.443944479256028579e+01
9.082340554024709854e+05 -8.307648431140407297e+00 -1.957857007767745516e+00 -1.439934948353899635e+01
9.082343068903869716e+05 -8.305531882058179605e+00 -2.054052599475222785e+00 -1.436838380819153116e+01
9.082345610420539742e+05 -8.613537131159866078e+00 -2.490262015674705953e+00 -1.420793040587295941e+01
9.082348055623660330e+05 -8.787875386412627776e+00 -2.730212689055083963e+00 -1.405561772830552414e+01
9.082349981122619938e+05 -9.068034855214941459e+00 -2.491259422491555853e+00 -1.394979492771538609e+01
9.082351628873660229e+05 -9.240769470383970230e+00 -2.228860132306728747e+00 -1.384052342072010333e+01
9.082353286053349730e+05 -9.219090661293867228e+00 -2.218980367371437890e+00 -1.373849238345753676e+01
9.082354966425739694e+05 -9.186026478202522938e+00 -2.191091359353404933e+00 -1.363793424371600516e+01
9.082356617408039747e+05 -8.647082525773747363e+00 -1.859620263703952947e+00 -1.334201863937985877e+01
9.082358301196059911e+05 -8.880118892805972663e+00 -1.877539458856614107e+00 -1.333421279639452450e+01
9.082359954184599919e+05 -9.418512369412482599e+00 -1.800617190364594222e+00 -1.373593906309267432e+01
9.082361607770529808e+05 -9.837857692837411960e+00 -1.655488029374276637e+00 -1.405495328782011732e+01
9.082363289002300007e+05 -1.003975609640336231e+01 -1.127299250589226753e+00 -1.462067142585972235e+01
9.082364948140319902e+05 -1.026967604702408821e+01 -1.169012910221453483e+00 -1.466392781494055697e+01
9.082366626744490350e+05 -1.028137263169815974e+01 -6.773625405022752899e-01 -1.481137461733754002e+01
9.082368278614280280e+05 -1.037185816159347063e+01 -9.483909323954455850e-01 -1.474949509433369776e+01
9.082369962154909736e+05 -1.027534427650768656e+01 -5.670591970179348351e-01 -1.517792127113157719e+01
9.082371756985109532e+05 -1.042422844231348122e+01 -9.321237655274203782e-01 -1.514259072613255874e+01
9.082373308139799628e+05 -1.054422200342654214e+01 -1.084244585845381526e+00 -1.516403255067587885e+01
9.082374978309590369e+05 -1.066014472752461018e+01 -1.010431343249046598e+00 -1.516120571498954739e+01
9.082376627419489669e+05 -1.073927773414835229e+01 -9.948757162333822235e-01 -1.514012046544384305e+01
9.082378281236670446e+05 -1.078736915906445226e+01 -1.116448674234387539e+00 -1.516322615941798624e+01
9.082379944506980246e+05 -1.077106695152206406e+01 -1.288646998733263827e+00 -1.512796095668909757e+01
9.082381597669479670e+05 -1.078802541179406482e+01 -1.339583635627194846e+00 -1.514598049971649907e+01
9.082383296415839577e+05 -1.080923160336346101e+01 -1.124763406962963508e+00 -1.508045444844933236e+01
9.082384950370000442e+05 -1.067509460335820215e+01 -7.379674670188293151e-01 -1.492183894130555721e+01
9.082386614021039568e+05 -1.073918399305766513e+01 -6.907332313466916229e-01 -1.497850686140264820e+01
9.082388296377289807e+05 -1.066239880298156883e+01 -4.552620313804355279e-01 -1.497808573785036756e+01
9.082389937919999938e+05 -1.044657386908934527e+01 -1.044096254973397642e+00 -1.502968895387848214e+01
9.082391589172079694e+05 -1.005622961948155236e+01 -1.507619125381694181e+00 -1.523311335606942052e+01
9.082393267141879769e+05 -1.023055814982242140e+01 -1.602528496919230161e+00 -1.521023314302162532e+01
9.082394917265309487e+05 -1.034504731336697958e+01 -1.002234325538756465e+00 -1.493700355627662368e+01
9.082396584462709725e+05 -1.021297890918503271e+01 -8.702046404691713422e-01 -1.458823541407372559e+01
9.082398472611670149e+05 -1.029713385962269712e+01 -6.395392656218918948e-01 -1.441455148337349890e+01
9.082400290676769800e+05 -1.029580040664659002e+01 -5.110539804129305974e-01 -1.419503056184941592e+01
9.082402044381459709e+05 -1.033959311892141031e+01 -3.521970965362853923e-01 -1.408247323516766158e+01
9.082403604438230395e+05 -1.037920133853030791e+01 -1.311211186829638331e-01 -1.399143520118997586e+01
9.082405292496039765e+05 -1.040859365222108757e+01 3.541003026629185868e-03 -1.394975033837280520e+01
9.082406958391349763e+05 -9.923475707573139459e+00 4.538244808443278600e-01 -1.442173477452321251e+01
9.082408609607489780e+05 -9.613050340941105887e+00 3.580074191832049446e-01 -1.497442871058066949e+01
9.082410265944990097e+05 -9.814533536747445552e+00 4.797784846428340688e-01 -1.514814448053154550e+01
9.082411967353849905e+05 -9.257907606838195136e+00 3.605077300490657222e-01 -1.534069713859742023e+01
9.082413610905930400e+05 -9.356446908046283539e+00 6.162858072557015898e-01 -1.547902888545599609e+01
9.082415316790300421e+05 -9.234335908590473707e+00 1.276924301243877125e+00 -1.494217703233138295e+01
9.082416987495509675e+05 -8.504198477954181712e+00 1.365569544571455518e+00 -1.440329829218501345e+01
9.082418614405409899e+05 -8.867038101020183305e+00 1.752269395963187426e+00 -1.394551761261226908e+01
9.082420303802799899e+05 -8.219974915645380520e+00 1.695929898970706784e+00 -1.357175157979357394e+01
9.082421902387699811e+05 -7.886262588542995111e+00 1.951544160083341861e+00 -1.357783716583003653e+01
9.082423571397589985e+05 -7.991552796748998766e+00 2.057619978592355903e+00 -1.374631744924103671e+01
9.082425281588219805e+05 -8.139932119055874438e+00 2.170574145099106733e+00 -1.384969950776136649e+01
9.082426896413220093e+05 -7.855627539035396012e+00 2.243197106901247739e+00 -1.381559320373630051e+01
9.082428737835090142e+05 -7.492588376188529686e+00 2.155120115691267380e+00 -1.354168757471832230e+01
9.082430315539259464e+05 -7.811190841414293651e+00 2.237529247204334659e+00 -1.369047461312368519e+01
9.082431914393419866e+05 -8.362806938895829489e+00 2.345725305560463880e+00 -1.353230611219933088e+01
9.082433575721549569e+05 -8.247617275020934002e+00 2.414672697126627021e+00 -1.367861094314016235e+01
9.082435280145510333e+05 -8.256022915155600828e+00 2.461719592873059081e+00 -1.378806129852966933e+01
9.082436981969459448e+05 -8.278128026381859073e+00 2.548927255351774335e+00 -1.385216375459063265e+01
9.082438571104359580e+05 -7.773671340859573675e+00 2.491934048050492123e+00 -1.343226868128804874e+01
9.082440270738210529e+05 -7.840683559366069311e+00 2.618981467135253816e+00 -1.359192509519903247e+01
9.082441897648629965e+05 -7.633955705656121360e+00 2.304971889508915517e+00 -1.299878791522452026e+01
9.082443582514770096e+05 -7.472681382875935974e+00 2.155934081484626397e+00 -1.253767441316420239e+01
9.082445234603829449e+05 -7.560701497016395045e+00 1.654649710693706588e+00 -1.298548192032891535e+01
9.082446896896540420e+05 -7.701595839838298652e+00 1.214222713142941501e+00 -1.333655169348380909e+01
9.082448602831959724e+05 -7.780776950129099312e+00 8.930659135183216524e-01 -1.357312075782761518e+01
9.082450276966330130e+05 -7.723813248984892965e+00 6.862350072356111497e-01 -1.364847771405992916e+01
9.082452232553310459e+05 -8.452869677099794643e+00 4.482890853724815772e-01 -1.357194372195682952e+01
9.082454321911640000e+05 -8.420107751168945498e+00 4.978560936452421926e-01 -1.286729838531372927e+01
9.082455898984039668e+05 -8.482694929789523997e+00 4.139897738298501384e-01 -1.326830414373483968e+01
9.082457578269980149e+05 -8.086504217484776547e+00 4.376034221089312171e-01 -1.293406986151028804e+01
9.082459249027790502e+05 -8.352239644954353892e+00 3.410782585828598945e-01 -1.331503740776970091e+01
9.082460894013199722e+05 -8.943051844103312220e+00 4.852939096220184600e-01 -1.320005336155862530e+01
9.082462533033520449e+05 -8.949562244666928734e+00 4.474226119524824519e-01 -1.349770022939125980e+01
9.082464360961640486e+05 -9.352565146828448306e+00 6.289066736077557618e-01 -1.317491740070205353e+01
9.082465874017890310e+05 -9.323349595990242378e+00 6.453812667559168936e-01 -1.345164465264887177e+01
9.082467543439239962e+05 -9.300132220009983186e+00 6.224162739080620899e-01 -1.365028479686053586e+01
9.082469208751739934e+05 -9.886823673709974614e+00 1.109040821792876663e+00 -1.290355682257129821e+01
9.082470886078820331e+05 -1.026943256751395417e+01 1.289747481781749139e+00 -1.292601787196669605e+01
9.082472588719449705e+05 -1.051911282973380857e+01 1.375063882934040471e+00 -1.296237470945560410e+01
9.082474236186640337e+05 -1.077996947174137077e+01 1.462642451504886365e+00 -1.287927703091409271e+01
9.082475904298609821e+05 -1.079911215711601002e+01 1.413903131905769328e+00 -1.303206681969811065e+01
9.082477532090280438e+05 -1.083329578314334540e+01 1.437365705322170673e+00 -1.312715401666386050e+01
9.082479202157990076e+05 -1.102597872139798874e+01 1.578164529616862932e+00 -1.280240185104407402e+01
9.082480886616839562e+05 -1.035763508927437471e+01 1.678933431474246563e+00 -1.226489367256869478e+01
9.082482535388199612e+05 -1.042394463978734009e+01 1.664277641248293360e+00 -1.179187155021365285e+01
9.082484297617879929e+05 -9.419611865085116165e+00 1.939096269431796582e+00 -1.109038117801055101e+01
9.082485894039759878e+05 -8.984145257348249203e+00 1.977948312079983895e+00 -1.112295612846336645e+01
9.082487534173609456e+05 -9.033392130507641227e+00 2.219978988789057972e+00 -1.027131475531971994e+01
9.082489222723089624e+05 -8.976752779954127348e+00 2.469569571825061427e+00 -9.711231902688874484e+00
9.082490859574129572e+05 -8.828108357853666988e+00 2.726197519090156618e+00 -9.345196966684772732e+00
9.082492503318920499e+05 -8.289795110671672518e+00 2.585434779500336511e+00 -9.492455121699155285e+00
9.082494267330899602e+05 -8.066881688737520761e+00 2.584635596250912659e+00 -9.269909344505967042e+00
9.082495867266319692e+05 -7.769360353793361540e+00 2.470093269487889653e+00 -9.519148868163355814e+00
9.082497496812150348e+05 -8.397587434405789253e+00 2.534986220865340201e+00 -9.271444042991856094e+00
9.082499203215789748e+05 -7.992270145880631560e+00 2.493200786714557360e+00 -9.360559358371647320e+00
9.082500866863710107e+05 -8.077593491254223323e+00 2.548493330415056324e+00 -8.999220487881665065e+00
9.082502514074649662e+05 -8.609749938621295229e+00 2.568361150151805994e+00 -8.883473477474884916e+00
9.082504285377250053e+05 -9.022546622524565407e+00 2.488851413303070803e+00 -8.841761692560613284e+00
9.082505836759540252e+05 -8.746941636794307584e+00 2.235282191885066272e+00 -8.694668535936393994e+00
9.082507494086619699e+05 -8.728719182524701026e+00 2.228430656557705003e+00 -8.989303492944593188e+00
9.082509187022560509e+05 -9.351452835672377617e+00 2.155031233354534059e+00 -7.760619089058149456e+00
9.082510837388710352e+05 -9.785851169456096343e+00 2.141221168552791543e+00 -6.895953000775494779e+00
9.082512491216829512e+05 -1.008493140844269043e+01 2.105314668481279572e+00 -6.299303888299208509e+00
9.082514190611100057e+05 -1.029755636552015297e+01 2.037636971523799190e+00 -5.888893836333165765e+00
9.082515842856930103e+05 -1.044660576958934506e+01 2.016334737223230977e+00 -5.595704914215692938e+00
9.082517479507969692e+05 -1.054963506845925991e+01 2.034850353788054456e+00 -5.386057069557812049e+00
9.082519510539739858e+05 -1.110205665407888986e+01 1.991611798842546133e+00 -5.144968154814098860e+00
9.082521206364219543e+05 -1.140967538206176712e+01 2.242020717872377666e+00 -4.926743337858288108e+00
9.082522831780370325e+05 -1.075870177316518728e+01 2.065952724250283534e+00 -5.013300988758086163e+00
9.082524578666830203e+05 -1.029352172284763967e+01 1.923164775229883938e+00 -4.887454112111291771e+00
9.082526159805889474e+05 -1.085496461776915211e+01 2.176407627479810536e+00 -4.701859932615874982e+00
9.082527843578279717e+05 -1.070443397630094573e+01 2.306529292517283114e+00 -4.300206544583200063e+00
9.082529522961620241e+05 -1.084344346424505368e+01 2.801521462405204499e+00 -4.667745050813992158e+00
9.082531169427760178e+05 -1.099533721312488588e+01 3.135411611563945211e+00 -5.045705612140782392e+00
9.082532816892339615e+05 -1.098088773695439535e+01 3.145364903851854077e+00 -5.724889824898827584e+00
9.082534469057449605e+05 -1.100957128341565650e+01 3.229741679814681632e+00 -6.157163215858336258e+00
9.082536246249109972e+05 -1.099552373279936823e+01 3.104300796428532738e+00 -6.494560906790680654e+00
9.082537809794950299e+05 -1.086131768146987930e+01 3.140929947975614756e+00 -6.812675652346724675e+00
9.082539498095989693e+05 -1.074266318900694728e+01 3.383588457926562043e+00 -6.137357743538078836e+00
9.082541125448589446e+05 -1.055753225905937853e+01 3.766859634868589435e+00 -5.579761630819483287e+00
9.082542809992859839e+05 -1.050727049987326467e+01 3.906119464778028849e+00 -5.123993846644099293e+00
9.082544620235050097e+05 -1.048118638859973828e+01 3.937556161742995275e+00 -4.933561880919950404e+00
9.082546129436610499e+05 -1.045168860129749788e+01 4.010566874862826481e+00 -4.646322814703839121e+00
9.082547847291299840e+05 -1.044803553437484744e+01 4.018589816820452576e+00 -4.575324612081451470e+00
9.082549466145980405e+05 -9.677853104597053502e+00 4.848395181011531996e+00 -3.814200711520059350e+00
9.082551127038690029e+05 -9.146407539013051036e+00 5.394648726452588861e+00 -3.239892034198924797e+00
9.082552794330359902e+05 -8.778659213325557431e+00 5.786583347036346581e+00 -2.811735077498131563e+00
9.082554458137650508e+05 -8.080023330658381298e+00 5.699816189586488946e+00 -2.071220710256373998e+00
9.082556127167330123e+05 -7.791645628339257001e+00 5.697890666645006874e+00 -2.404884778456956251e+00
9.082557800134000136e+05 -7.843855475455779214e+00 5.910739624451736951e+00 -2.279151766085894870e+00
9.082560550943369744e+05 -7.890439344252440534e+00 5.724482577656771376e+00 -2.209271646129058464e+00
9.082562116200140445e+05 -7.909968084930218524e+00 6.000093754820366776e+00 -2.123901055526723702e+00
9.082563785853269510e+05 -7.927907078765414006e+00 6.102595008735688609e+00 -2.073500166667099798e+00
9.082565466730870539e+05 -7.939516238461528985e+00 6.199324145101982708e+00 -2.009774590393313964e+00
9.082567269454309717e+05 -7.954441430503191413e+00 6.161681857634572879e+00 -1.980563161775008574e+00
9.082568801039200043e+05 -7.348285447077737231e+00 6.592465529965403803e+00 -2.139524079892929809e+00
9.082570462988159852e+05 -7.455317989435575221e+00 6.691665097192765366e+00 -2.123599869526092032e+00
9.082572111861079466e+05 -7.537400806440375689e+00 6.747743130813111279e+00 -2.140365531469377469e+00
9.082573774083990138e+05 -7.570050223943169065e+00 6.687152047310172875e+00 -2.332242579606444544e+00
9.082575447380869882e+05 -7.620023996304578162e+00 6.654277854289550653e+00 -2.395462804688814007e+00
9.082577106141810073e+05 2.784485236164314514e+01 2.664327217874328468e+01 -8.823080503121878415e-01
9.082578769629830495e+05 5.266839889618979242e+01 4.068896976731861770e+01 2.780727608307349552e-01
9.082580515767850447e+05 7.039233559240727800e+01 5.037921251090828179e+01 1.611652367467568014e+00
9.082582119117840193e+05 8.244534703686829857e+01 5.730643885641323720e+01 2.044663726104852586e+00
9.082583770866279956e+05 9.158747519546393789e+01 6.192516979392378573e+01 2.805938189754487055e+00
9.082585457051179837e+05 9.737302434493638259e+01 6.549300448829377785e+01 2.963180262746277549e+00
9.082587169548049569e+05 1.016049875147353703e+02 6.740334522820309360e+01 2.633836148510613206e+00
9.082588778229299933e+05 1.044191061654753696e+02 6.890777987357070344e+01 2.443925006236303599e+00
9.082590425505860476e+05 1.063981379238236826e+02 7.041925292157995386e+01 2.697776346212037879e+00
9.082592118418880273e+05 1.077160051667259637e+02 7.098899597232443170e+01 2.533018896058226499e+00
